#genome	total_length	unique_name
G008086175	3286595	Bizionia saleffrena
G008086185	3389323	Bizionia gelidisalsuginis
G008086205	3364625	Bizionia myxarmorum
G008086595	3692191	Acetobacterium paludosum
G008086615	3564381	Acetobacterium tundrae
G008087085	4827797	Nocardioides rubriscoriae
G008087205	4707033	Oceanobacillus profundus
G008087345	4806874	Marmoricola caldifontis
G008087625	10526336	Aquisphaera giovannonii
G008087665	6570840	Mariniblastus fucicola
G008107625	5680277	Zoogloea oleivorans
G008107645	1866097	Leuconostoc litchii
G008107755	6105948	Rhodobacterales bacterium
G008118345	3649353	Gluconobacter thailandicus
G008119665	6165255	Pigmentiphaga aceris
G008122265	4543926	Marinobacter fonticola
G008123425	9955712	Bradyrhizobium rifense
G008123515	8858189	Bradyrhizobium cytisi
G008124615	3236590	Geothermobacter ehrlichii
G008124715	2346129	Thermosediminibacter litoriperuensis
G008124765	8262720	Paenibacillus methanolicus
G008124785	3494943	Aquimarina intermedia
G008124865	2861911	Fodinibius salinus
G008124875	3212339	Tenacibaculum adriaticum
G008124885	4392355	Sphingobacterium composti Yoo et al. 2007 non Ten et al. 2007
G008125075	5307266	Hungateiclostridium alkalicellulosi
G008125125	2713035	Acetobacter peroxydans
G008151785	2521899	Peptacetobacter hiranonis
G008245005	1753386	Campylobacter sputorum
G008245045	1532082	Campylobacter volucris
G008245065	1376868	Wolbachia endosymbiont of Chrysomya megacephala
G008245225	4203446	Natrialba swarupiae
G008271385	1913639	Campylobacter fetus
G008271425	6739176	Cupriavidus campinensis
G008271465	3617336	Rhodobacter flagellatus
G008271655	3993742	Gemmobacter caeruleus
G008271745	5324180	Rufibacter glacialis
G008274215	2597011	Calorimonas adulescens
G008274785	3845130	Halomonas eurihalina
G008274805	3526415	Oryzomicrobium terrae
G008274825	4490254	Sphingobacterium hotanense
G008274845	3157619	Exiguobacterium acetylicum
G008304605	4538057	Oceanobacillus polygoni
G008312835	7891668	Streptomyces marokkonensis
G008326425	2560765	Sulfuracidifex tepidarius
G008327825	2161186	Leptotrichia shahii
G008329645	5681622	Mycobacterium grossiae
G008329925	4431052	Sphaerotilus natans
G008329945	3700603	Spirochaeta perfilievii
G008330025	2091886	Haemophilus parahaemolyticus
G008330945	7551312	Labrys neptuniae
G008362905	2543160	Deferribacter autotrophicus
G008365255	4575831	Bacillus paralicheniformis
G008365375	6785338	Roseomonas genomospecies 6
G008368715	2794107	Nitrincola tapanii
G008369105	4518937	Aquicoccus porphyridii
G008369725	5415779	Paenibacillus antarcticus
G008369745	5497186	Flavobacterium nitrogenifigens
G008369785	2062301	Francisella marina
G008370165	2818977	Serratia symbiotica
G008386315	3420275	Serinicoccus marinus
G008386505	4914167	Chryseobacterium sediminis
G008386565	4677900	Roseomonas oryzae
G008386635	4303702	Maribacter flavus
G008520265	4068995	Sphingobacterium cavernae
G008629635	21300174	Kwoniella shandongensis
G008630015	4616653	Roseospira marina
G008630065	3847134	Blastochloris sulfoviridis
G008630155	7102390	Rhodovastum atsumiense
G008630535	7550292	Saccharopolyspora hirsuta
G008630635	3561992	Neptunomonas concharum
G008632335	4303127	Thiohalocapsa marina
G008632535	7996696	Streptomyces parvus
G008632615	2249913	Lactobacillus nenjiangensis
G008632955	7343496	Streptomyces tendae
G008634025	9252615	Streptomyces albofaciens
G008635795	6811278	Paenibacillus tepidiphilus
G008635805	7131397	Paenibacillus azotifigens
G008638305	4213128	Pseudomonas profundi
G008638365	5916527	Nocardiopsis quinghaiensis
G008639165	8223505	Streptomyces venezuelae
G008641105	4257148	Pseudomonas salina
G008682385	4762277	Bacillus swezeyi
G008692605	4512083	Sphingobium estronivorans
G008693095	2464298	Corynebacterium spheniscorum
G008693165	3357822	Actinomyces johnsonii
G008693785	4996374	Roseomonas mucosa
G008693965	5901463	Pseudomonas luteola
G008694065	38655209	Daldinia childiae
G008698145	3076952	Bifidobacterium vespertilionis
G008698235	3054476	Bifidobacterium rousetti
G008704395	7962786	Streptomyces alboniger
G008704425	6725579	Streptomyces fradiae
G008704445	7647592	Streptomyces prasinus
G008704495	10133897	Streptomyces kanamyceticus
G008704535	7604974	Streptomyces subrutilus
G008704555	7581562	Streptomyces nitrosporeus
G008704575	7756194	Streptomyces galilaeus
G008704595	13449319	Diutina rugosa
G008704715	9912098	Streptomyces chartreusis
G008704795	9807160	Streptomyces spectabilis
G008704855	8501012	Streptomyces platensis
G008704935	7673509	Streptomyces vinaceus
G008705135	9335698	Streptomyces coeruleorubidus
G008705175	5940808	Clostridium diolis
G008710135	4306869	Paenibacillus spiritus
G008710145	5745302	Bacillus endozanthoxylicus
G008710165	5154535	Sphingobium limneticum
G008710705	3178585	Microbacterium radiodurans
G008710745	4201484	Microbacterium rhizomatis
G008711285	4407622	Roseibium aquae
G008711325	4995744	Roseibium sediminis
G008727715	6024810	Mesorhizobium sp. NIBRBAC000500504
G008728195	6173145	Roseovarius indicus
G008728835	5865246	Hypericibacter adhaerens
G008728855	5894118	Hypericibacter terrae
G008757455	5222021	Microvirga brassicacearum
G008795935	3743772	Marinobacter confluentis
G008795985	3784928	Marinobacter halotolerans
G008801285	4581565	Vibrio kanaloae
G008801575	5359299	[Pseudomonas] cissicola
G008801715	3762871	Pseudochrobactrum saccharolyticum
G008801845	4514052	Ideonella dechloratans
G008802255	3953615	Acinetobacter courvalinii
G008802405	4780299	Aureimonas leprariae
G008803015	2096943	Streptococcus ratti
G008805035	1993083	Eikenella exigua
G008806325	3122809	Salibacter halophilus
G008806385	6650345	Methylobacterium soli
G008806755	3918514	Tenacibaculum aiptasiae
G008806775	3414643	Flavobacterium luteum
G008807015	2423693	Neisseria zalophi
G008807415	6880508	Pseudomonas denitrificans (nom. rej.)
G008807735	5585973	Bacillus wiedmannii
G008807855	7296887	Cupriavidus oxalaticus
G008808035	2343513	Arcobacter cibarius
G008824185	4409439	Paracoccus pantotrophus
G008828755	1166354	Borreliella turdi
G008830225	3366078	Desulfovibrio senegalensis
G008830385	4805258	Butyricimonas faecihominis
G008831035	2463717	Ellagibacter isourolithinifaciens
G008831045	2767042	Adlercreutzia muris
G008831075	3913138	Pseudoclavibacter terrae
G008831085	3257046	Pseudoclavibacter endophyticus
G008831125	2059939	Pseudoclavibacter caeni
G008831135	3959082	Pseudoclavibacter chungangensis
G008831155	3238979	Gulosibacter chungangensis
G008831265	4495993	Lacisediminimonas profundi
G008831385	1836976	Lactobacillus dextrinicus
G008838325	2746948	Tepidiforma bonchosmolovskayae
G008843145	5869433	Skermanella pratensis
G008876665	1752928	Lactobacillus frumenti
G008923185	10705726	Actinomadura rudentiformis
G008923245	5379915	Bacillus depressus
G008923265	4547144	Bacillus mesophilum
G008923365	10715099	Actinomadura montaniterrae
G008931805	4760445	Moritella marina
G008932115	7419422	Bradyrhizobium betae
G008932245	6128473	Ensifer alkalisoli
G008932295	5206042	Ochrobactrum tritici
G008932435	4395516	Ochrobactrum pseudintermedium
G008933115	3213901	Phaeocystidibacter luteus
G008933155	3919811	Aliivibrio finisterrensis
G008933165	3351692	Phaeocystidibacter marisrubri
G008933955	3007700	Heliorestis acidaminivorans
G008935055	3584531	Pseudobutyrivibrio xylanivorans
G008973485	4351358	Psychrobacillus glaciei
G008973715	3140809	Nitrincola schmidtii
G008973755	4064467	Nitrincola alkalilacustris
G008974245	7929598	Streptomyces abyssomicinicus
G008974265	7415324	Dictyobacter vulcani
G008974285	5604110	Thermogemmatispora aurantia
G008974325	3558871	Ulvibacter marinus
G009012935	1294326	Wolbachia endosymbiont of Nasonia oneida
G009025875	1807083	Lactobacillus graminis
G009036245	4711389	Enterobacter sichuanensis
G009036385	1767472	Campylobacter armoricus
G009078285	2880074	Bifidobacterium jacchi
G009176365	40175128	Aspergillus alliaceus
G009176545	4690910	Salinigranum salinum
G009176625	3308414	Sporolactobacillus terrae
G009176645	4476585	Enterobacter oligotrophica
G009177095	6922258	Lacipirellula parvula
G009183845	2813840	Sutterella seckii
G009184705	2611999	Lactobacillus mali
G009184845	3458718	Lactobacillus manihotivorans
G009192725	4450739	Segeticoccus rhizosphaerae
G009192735	3722301	Arthrobacter gandavensis
G009192745	3553969	Arthrobacter citreus
G009192945	5199783	Xanthomonas maliensis
G009193155	4322987	Georgenia subflava
G009193175	4425398	Georgenia ruanii
G009193185	4640605	Georgenia thermotolerans
G009193215	3155887	Flavicella marina
G009193445	38248889	Aspergillus pseudotamarii
G009193585	40030911	Aspergillus caelatus
G009193645	37787974	Aspergillus pseudonomius
G009208585	3390196	Fluviispira multicolorata
G009208775	3941709	Silvanigrella paludirubra
G009217765	3592195	Lactobacillus harbinensis
G009268075	484335	'Cynodon dactylon' phytoplasma
G009268105	505733	'Saccharum officinarum' phytoplasma SCGS
G009295515	4228307	Erwinia endophytica
G009295725	3994126	Clostridium tarantellae
G009296025	8634000	Streptomyces tsukubensis
G009299385	7516652	Streptomyces cinereoruber
G009299475	2685314	Bifidobacterium avesanii
G009299485	2422122	Bifidobacterium apri
G009299505	3029401	Bifidobacterium ramosum
G009299835	6788244	Microlunatus speluncae
G009301415	4228423	Paracoccus kondratievae
G009362935	1894710	Lactobacillus vaginalis
G009363055	2871082	Flavobacterium haoranii
G009363075	6948360	Paenibacillus guangzhouensis
G009363095	7424819	Paenibacillus cellulositrophicus
G009363115	5643401	Paenibacillus brasilensis
G009363135	5176426	Kosakonia arachidis
G009363155	5292406	Azotobacter salinestris
G009363895	3037290	Sphingomonas ginsengisoli An et al. 2013
G009371885	2753830	Bifidobacterium tibiigranuli
G009377175	10238195	Streptomyces adustus
G009377185	11330041	Streptomyces spongiae
G009377205	10286010	Streptomyces phyllanthi
G009380135	3903584	Fertoebacter nigrum
G009388985	4306437	Halioglobus maricola
G009392895	4348543	Natronorubrum aibiense
G009428905	3721915	Desulfofundulus thermobenzoicus
G009428965	1714771	Lactobacillus pontis
G009429125	4208275	Luteimicrobium xylanilyticum
G009455625	4098202	Paraburkholderia bonniea
G009455635	8721440	Paraburkholderia agricolaris
G009455685	4125720	Paraburkholderia hayleyella
G009467795	2188568	Nesterenkonia halophila
G009467825	5786414	Cyclobacterium xiamenense
G009469695	3112438	Propionivibrio limicola
G009469755	3855058	Rhodocyclus tenuis
G009469765	4305024	Dechloromonas hortensis
G009496955	1388767	Lactobacillus fructivorans
G009497895	4550643	Pseudomonas pelagia
G009498035	10929570	Saccharothrix syringae
G009498215	5889339	Rhizobium grahamii
G009498755	4760901	Modestobacter roseus
G009569385	8774719	Streptomyces kaniharaensis
G009600885	8469235	Streptomyces jumonjinensis
G009600895	7252046	Streptomyces katsurahamanus
G009600965	2428928	Lactobacillus salsicarnum
G009600985	2850864	Lactobacillus halodurans
G009601015	2564626	Lactococcus hircilactis
G009601025	4434166	Roseospira navarrensis
G009601505	7084038	Sinorhizobium terangae
G009602435	4094317	Sediminibacillus terrae
G009602465	3907619	Cumulibacter manganitolerans
G009602535	3328662	Ornithinicoccus halotolerans
G009607675	3372021	Polymorphobacter fuscus
G009617755	4150938	Marinobacter salsuginis
G009617855	4769871	Prolixibacter denitrificans
G009617975	973463	DPANN group archaeon LC1Nh
G009646115	4799050	Pantoea eucalypti
G009646335	4606782	Caenimonas koreensis
G009648555	1905195	Lactobacillus gastricus
G009648915	4992593	Enterobacter cancerogenus
G009649175	3827017	Rhodovulum strictum
G009649735	3731545	Salinibacillus xinjiangensis
G009649745	4325755	Aquibacillus halophilus
G009649775	4891142	Xanthomonas sontii
G009649845	10761659	Polyangium spumosum
G009649955	3218981	Heliorestis convoluta
G009650135	2346037	Litoricola lipolytica
G009659515	4328812	Gracilibacillus thailandensis
G009659625	6010377	Pseudomonas haemolytica
G009660185	5593263	Serratia proteamaculans
G009662295	1997720	Lactococcus petauri
G009663655	4020563	Romboutsia ilealis
G009664085	2958290	Thermochromatium tepidum
G009664365	6447596	Paenibacillus xylanilyticus
G009664385	2494139	Chryseoglobus frigidaquae
G009668025	7848667	Larkinella terrae
G009671065	2617510	Neisseria brasiliensis
G009671185	2642352	Komagataeibacter oboediens
G009671205	6742132	Micromonospora terminaliae
G009674725	5477379	Pedobacter petrophilus
G009674765	4885776	Bacillus idriensis
G009674805	4108120	Bacillus lacus
G009684715	2019124	Otariodibacter oris
G009687845	9275005	Acrocarpospora corrugata
G009687865	12103608	Acrocarpospora macrocephala
G009687885	11766045	Acrocarpospora pleiomorpha
G009688945	7324708	Desulfosarcina alkanivorans
G009688965	7297718	Desulfosarcina widdelii
G009689005	7630248	Desulfosarcina ovata
G009690905	10092889	Paraburkholderia madseniana
G009695625	1751508	Streptococcus alactolyticus
G009695705	2373174	Schaalia hyovaginalis
G009695985	2190481	Lactobacillus porci
G009696605	2466191	Anaerosalibacter bizertensis
G009697165	3195595	Anaerobutyricum soehngenii
G009707925	3713630	Blautia luti
G009709675	4160794	Agromyces bracchium
G009711055	3346324	Myroides pelagicus
G009711095	4832943	Escherichia alba
G009711125	4068483	Bacillus mangrovi
G009711185	3907698	Paracoccus limosus
G009711205	5372287	Paracoccus litorisediminis
G009711225	4561998	Paracoccus aestuariivivens
G009711405	7188406	Fulvivirga kasyanovii
G009711415	4808678	Roseibium denhamense
G009711465	4858953	Sansalvadorimonas verongulae
G009711525	4867636	Fulvivirga lutimaris
G009720365	8973425	Catellatospora paridis
G009720385	8831170	Catellatospora vulcania
G009720545	7818248	Gimesia maris
G009720725	4276682	Allochromatium palmeri
G009720735	4119862	Heliobacillus mobilis
G009720745	6044455	Pseudoduganella eburnea
G009720755	5502108	Rhodoplanes serenus
G009720775	5142772	Pseudoduganella danionis
G009720825	6997645	Duganella radicis
G009720835	6371945	Massilia buxea
G009720865	7034158	Duganella ginsengisoli
G009725105	5364690	Paenibacillus campinasensis
G009725165	5685497	Paenibacillus woosongensis
G009725205	5127823	Paenibacillus timonensis
G009725675	2941892	Psychrobacter sanguinis
G009725985	5138401	Zobellia amurskyensis
G009725995	5153480	Zobellia laminariae
G009727155	6952367	Massilia dura
G009728465	3239935	Psychrosphaera haliotis
G009728935	8101785	Paenibacillus psychroresistens
G009729015	2252027	Acidianus ambivalens
G009729035	1987069	Stygiolobus azoricus
G009729055	2803915	Sulfurisphaera ohwakuensis
G009729545	2222474	Acidianus infernus
G009729855	3901665	Agromyces luteolus
G009730095	3485552	Acinetobacter lwoffii
G009730295	1796606	Gemella sanguinis
G009730475	2821605	Corynebacterium xerosis
G009730555	2527550	Staphylococcus fleurettii
G009730595	1284335	Spiroplasma tabanidicola
G009731445	2075760	Melissococcus plutonius
G009733795	4002301	Actinotalea caeni
G009733815	4540104	Pseudactinotalea suaedae
G009733845	4758434	Pseudactinotalea terrae
G009734265	2594469	Guyparkeria halophila
G009734345	2414343	Idiomarina andamanensis
G009734705	2929941	Kocuria koreensis
G009735315	3927145	Kocuria sediminis
G009735495	2868522	Enterococcus lactis
G009735585	3490409	Gramella aestuarii
G009735625	3559583	Moorella glycerini
G009735645	3040880	Microbacterium oryzae
G009739535	2489054	Lactobacillus kefiri
G009739905	7078240	Streptomyces ficellus
G009739945	5315291	Bacillus luti
G009740005	5855645	Bacillus albus
G009740265	4306237	Proteus cibarius
G009741375	3898215	Flavobacterium rakeshii
G009746125	4465898	Casimicrobium huifangae
G009746625	3897906	Caprobacter fermentans
G009749385	4361243	Agromyces allii
G009749395	4229883	Agromyces salentinus
G009749405	3801852	Agromyces lapidis
G009749465	3709152	Agromyces terreus
G009755585	4109802	Lysobacter soli
G009755805	3831562	Sphingomonas prati
G009755815	6899835	Sphingomonas formosensis
G009756665	4266648	Permianibacter aggregans
G009758125	8110576	Chitinophaga oryziterrae
G009758175	3320814	Nesterenkonia alkaliphila
G009759665	8383477	Bradyrhizobium cajani
G009759685	3990408	Acinetobacter baumannii
G009761375	2262471	Ursidibacter arcticus
G009761395	1971625	Ursidibacter maritimus
G009762275	3560322	Haloplanus rallus
G009763705	3807930	Vibrio cincinnatiensis
G009763805	4750242	Vibrio cidicii
G009763905	4102927	Vibrio metoecus
G009765165	3879733	Lysobacter panacisoli
G009765695	3092742	Defluviitalea raffinosedens
G009767945	1860481	Streptococcus danieliae
G009768885	4690348	Sphingobacterium humi
G009769165	4963046	Xanthomonas hyacinthi
G009769385	10835481	Saccharothrix deserti
G009771025	58065355	Colletotrichum fructicola
G009789175	3732398	Salinibaculum litoreum
G009789535	4094775	Sphingomonas carotinifaciens
G009789575	5116759	Stappia indica
G009789595	6922031	Massilia flava
G009791395	4070687	Halomarina oriensis
G009799805	3107673	Myroides phaeus
G009800925	3617298	Budvicia diplopodorum
G009806145	3008494	Marinicauda pacifica
G009811315	4837023	Vibrio atypicus
G009811555	9147489	Streptomyces caniferus
G009811595	9151352	Streptomyces libani
G009811635	7928649	Streptomyces tubercidicus
G009812035	3283849	Psychrobacter nivimaris
G009827055	6349888	Shinella kummerowiae
G009827135	788522	Blochmannia endosymbiont of Camponotus nipponensis
G009827295	3031898	Erythrobacter pelagi
G009827305	3879400	Altererythrobacter xixiisoli
G009827315	2780585	Erythrobacter gaetbuli
G009827335	2941591	Erythrobacter arachoides
G009827395	2983983	Altererythrobacter aquaemixtae
G009827405	2241543	Altererythrobacter aestuarii
G009827435	3638018	Altererythrobacter salegens
G009827445	2662510	Erythrobacter aquimaris
G009827455	2868713	Altererythrobacter aestiaquae
G009827495	2750530	Altererythrobacter aerius
G009827515	3001765	Altererythrobacter marinus
G009827535	2874458	Altererythrobacter oceanensis
G009827545	2888119	Altererythrobacter gangjinensis
G009827575	2808716	Altererythrobacter halimionae
G009827595	3474740	Altererythrobacter endophyticus
G009827615	2934257	Altererythrobacter confluentis
G009827635	2895250	Altererythrobacter aurantiacus
G009827655	3773364	Altererythrobacter buctensis
G009827995	4149941	Erythrobacter jejuensis
G009828025	3215896	Porphyrobacter algicida
G009828055	3240530	Erythromicrobium ramosum
G009828065	3084977	Altererythrobacter soli
G009828095	2887653	Altererythrobacter luteolus
G009828105	3106638	Altererythrobacter indicus
G009828115	3159012	Altererythrobacter sediminis
G009828585	4645858	Shewanella litoralis
G009828925	5729163	Methylicorpusculum oleiharenae
G009829075	3614777	Sphingobacterium composti Ten et al. 2007 non Yoo et al. 2007
G009829085	3993164	Sphingobacterium bovisgrunnientis
G009830105	5582506	Microvirga makkahensis
G009831115	2520498	Salinicoccus hispanicus
G009831215	6868564	Actinomadura rayongensis
G009831415	4710154	Yersinia canariae
G009831455	3369082	Salinirussus salinus
G009832765	3190326	Lactobacillus hilgardii
G009833085	3121306	Nitrosomonas oligotropha
G009834025	4018808	Epidermidibacterium keratini
G009834165	3214120	Rathayibacter tanaceti
G009834365	3983086	Komagataeibacter xylinus
G009834475	3794924	Empedobacter brevis
G009834985	4197358	Deinococcus xianganensis
G009835145	3390714	Profundibacterium mesophilum
G009846525	3860077	Halomonas meridiana
G009848505	5305699	Roseomonas deserti
G009856605	7096092	Trichormus variabilis
G009856625	4502301	Aquitalea denitrificans
G009856865	4619339	Desulfovibrio aerotolerans
G009858245	3695644	Ornithinibacter aureus
G009858895	29903	Severe acute respiratory syndrome-related coronavirus
G009870755	1892405	Streptococcus halichoeri
G009877425	3815251	Heliobacterium undosum
G009877435	3686807	Heliobacterium gestii
G009882935	3813933	Sneathiella chungangensis
G009883735	4615512	Xanthomonas cucurbitae
G009883755	1315476	Mycoplasma iowae
G009883795	622921	Coxiella endosymbiont of Amblyomma sculptum
G009884975	4024840	Acinetobacter dispersus
G009900715	3522558	Halococcus salsus
G009900765	4587842	Rhodovarius lipocyclicus
G009901525	5500985	Kordia antarctica
G009902005	3285441	Halomonas alimentaria
G009905255	2668690	Thermoanaerobacterium aotearoense
G009906955	5039249	Paraglaciecola mesophila
G009908165	4195125	Frigidibacter albus
G009909105	10410196	Corallococcus exiguus
G009909195	7437648	Paenibacillus sacheonensis
G009909205	3655059	Aquabacterium fontiphilum
G009910325	3171400	Isachenkonia alkalipeptolytica
G009910475	3319512	Pyruvatibacter mobilis
G009910675	6538825	Photobacterium alginatilyticum
G009911715	1889135	Methanomassiliicoccaceae archaeon DOK
G009914055	4784939	Mixta intestinalis
G009914075	4647433	Mixta theicola
G009914335	4114477	Proteus columbae
G009914665	2036890	Bergeyella cardium
G009915765	4431687	Microvirga tunisiensis
G009917405	2241961	bacterium c-19
G009917445	3781492	bacterium D16-76
G009917455	5512221	bacterium 1xD8-48
G009917485	5156341	bacterium 1xD42-62
G009917505	4187866	bacterium 1XD42-94
G009917545	4154601	bacterium 1XD42-76
G009917555	4454791	bacterium 1XD21-13
G009917615	4139580	bacterium D16-29
G009917645	5071176	bacterium 1xD42-11
G009930795	3352609	Marisediminicola antarctica
G009930895	2290067	Streptococcus agalactiae
G009931115	4209307	Microbulbifer hydrolyticus
G009931295	5100278	Pectobacterium odoriferum
G009932375	5743697	Pseudomonas juntendi
G009932395	3352736	Sporotomaculum syntrophicum
G009933255	3161000	Enterococcus diestrammenae
G009936215	2045039	Athalassotoga saccharophila
G009936235	4917655	Mycobacterium xenopi
G009936335	841695	Mycoplasma felis
G009937745	4457201	Bacillus subtilis
G009938015	3452774	Sulfuriferula plumbiphila
G009938095	4249586	Elizabethkingia miricola
G009938165	4305234	Vibrio taketomensis
G009938225	4796972	Vibrio ponticus
G009939005	4515977	Sediminibacterium roseum
G009939295	4123931	Synechococcales cyanobacterium C
G009982895	4676516	Deinococcus alpinitundrae
G010015565	26538295	Dissoconium aciculare
G010015585	26865895	Eremomyces bilateralis
G010015735	38902129	Aaosphaeria arxii
G010015815	34434679	Dothidotthia symphoricarpi
G010078385	4568322	Chengkuizengella sediminis
G010091945	4960254	Myxacorys almedinensis
G010092465	2890613	haloarchaeon 3A1-DGR
G010093135	3046451	Pseudoxanthomonas taiwanensis
G010093165	3539731	Pseudoxanthomonas broegbernensis
G010093185	3789922	Pseudoxanthomonas jiangsuensis
G010093205	3563249	Pseudoxanthomonas daejeonensis
G010093225	3051504	Pseudoxanthomonas koreensis
G010093305	4037144	Pseudoxanthomonas sacheonensis
G010093345	3937712	Pseudoxanthomonas yeongjuensis
G010093445	4076773	Pseudoxanthomonas japonensis
G010093505	20433208	Neohortaea acidophila
G010093535	69034626	Lindgomyces ingoldianus
G010093595	47276492	Mytilinidion resinicola
G010093625	33337586	Macroventuria anomochaeta
G010093815	35442567	Pseudovirgaria hyperparasitica
G010093885	32825345	Aplosporella prunicola
G010093935	38253023	Zasmidium cellare
G010094035	47747773	Trematosphaeria pertusa
G010094085	26981606	Westerdykella ornata
G010094145	34392727	Didymella exigua
G010119195	3788364	Halomicroarcula salina
G010119205	3906804	Halomicroarcula limicola
G010119615	3431956	Pseudoxanthomonas gei
G010120595	2102268	Streptococcus thermophilus
G010206385	5146536	Bacteroides acidifaciens
G010211745	3034529	Pseudoxanthomonas kalamensis
G010211755	3290371	Pseudoxanthomonas sangjuensis
G010211765	3766630	Pseudoxanthomonas kaohsiungensis
G010367585	4989161	[Micrococcus luteus] ATCC 49442
G010378095	3167636	Acidithiobacillus ferrianus
G010450875	3742557	Sphingomonas insulae
G010450895	5144232	Rhizobium daejeonense
G010450915	7105405	Paenibacillus jilunlii
G010499425	4381693	Desulfovibrio sulfodismutans
G010499435	2577012	Dissulfurirhabdus thermomarina
G010500835	4863650	Aurantimonas aggregata
G010500895	4071789	Alteromonas genovensis
G010500915	4068822	Alteromonas hispanica
G010537155	2996318	Absiella argi
G010550675	7304946	Phytoactinopolyspora halotolerans
G010550695	5506838	Phytoactinopolyspora alkaliphila
G010587025	2607636	Rodentibacter heylii
G010587385	4799353	Vibrio astriarenae
G010645065	5117253	Flavobacterium fluviatile
G010645075	5421913	Flavobacterium limi
G010667685	2999404	Bifidobacterium aerophilum
G010669085	2539490	Caloranaerobacter azorensis
G010669125	4778291	Ancylobacter pratisalsi
G010669165	9738450	Streptomyces aureoverticillatus
G010669305	3334849	Aminipila butyrica
G010671565	4151084	Spongiivirga citrea
G010671595	3311163	Muriicola jejuensis
G010671605	4214340	Leptobacterium flavescens
G010671685	4949522	Pseudomonas laurentiana
G010682105	4389998	Modestobacter muralis
G010686655	5009415	Cryomorpha ignava
G010686705	4052829	Diaminobutyricibacter tongyongensis
G010686725	3041441	Galbitalea soli
G010686755	4402275	Nocardioides zeae
G010692905	3706983	Haloferax alexandrinus
G010723305	4335110	Mycobacterium botniense
G010723575	6912824	Mycobacterium bourgelatii
G010723675	5701584	Mycobacterium timonense
G010723735	6160773	Mycolicibacterium hippocampi
G010724455	30244490	Aspergillus lentulus
G010725055	4670266	Gelidibacter japonicus
G010725485	6044196	Mycolicibacterium parafortuitum
G010725725	5484749	Mycolicibacterium pulveris
G010725885	6328149	Mycolicibacterium tokaiense
G010726085	6225779	Mycolicibacterium moriokaense
G010726245	5925482	Mycolicibacterium aichiense
G010726645	5657388	Mycolicibacterium duvalii
G010726765	6301701	Mycobacterium gallinarum
G010726955	4156821	Mycolicibacterium fallax
G010727325	6016866	Mycolicibacterium alvei
G010727475	8006721	Mycolicibacterium mageritense
G010727605	5788994	Mycobacterium simiae
G010727945	5318517	Mycobacterium cookii
G010728155	4029398	Mycolicibacterium doricum
G010728325	5929191	Mycolicibacterium poriferae
G010728725	5979643	Mycobacterium branderi
G010728925	5964999	Mycolicibacterium gadium
G010729105	6008916	Mycobacterium saskatchewanense
G010729305	5732362	Mycolicibacterium psychrotolerans
G010729485	4396654	Mycolicibacter hiberniae
G010729665	5940395	Mycolicibacterium madagascariense
G010729895	5876557	Mycolicibacterium confluentis
G010730055	4504020	Mycobacterium shinjukuense
G010730195	6237139	Mycobacterium conspicuum
G010730355	6219859	Mycobacterium florentinum
G010730575	5952912	Mycobacterium parmense
G010730745	5050576	Mycobacterium heidelbergense
G010730955	6321948	Mycolicibacterium aubagnense
G010731115	5853197	Mycolicibacterium phocaicum
G010731295	6585941	Mycolicibacterium boenickei
G010731535	5092988	Mycobacterium lacus
G010731575	6042466	Mycolicibacterium monacense
G010731595	5531300	Mycobacterium seoulense
G010731615	4577045	Mycolicibacterium insubricum
G010731635	4779798	Mycobacterium noviomagense
G010731655	6085955	Mycobacterium paraseoulense
G010731695	5579510	Mycolicibacterium litorale
G010731715	6210822	Mycobacterium stomatepiae
G010731735	6250641	Mycolicibacterium sediminis
G010731755	4224047	Mycolicibacter minnesotensis
G010731775	6185541	Mycobacterium mantenii
G010731795	5024249	Mycolicibacterium celeriflavum
G010731815	6451230	Mycolicibacterium arabiense
G010731835	4155701	Mycolicibacillus koreensis
G010731855	5696751	Mycolicibacterium anyangense
G010731875	4828255	Mycolicibacterium sarraceniae
G010731895	6400811	Mycolicibacterium helvum
G010748935	4432515	Providencia vermicola
G010811875	9998921	Bradyrhizobium uaiense
G010820565	6212386	Thiorhodococcus minor
G010882125	4473695	Bacillus alkalitolerans
G010894355	3649884	bacterium C1-4
G010915725	6320513	Thiorhodococcus mannitoliphagus
G010977555	5963930	Caulobacter rhizosphaerae
G010977575	4753299	Halomonas socia
G010993775	8713797	Fodinicola feengrottensis
G010993935	7273812	Paenibacillus favisporus
G010994085	4507576	Gracilibacillus saliphilus
G010994095	4622502	Mumia xiangluensis
G010994275	5793171	Cyclobacterium jeungdonense
G011008845	4268931	Bacillus mesophilus
G011009535	8891255	Leptolyngbyaceae cyanobacterium CCMR0082
G011009555	8660699	Leptolyngbyaceae cyanobacterium CCMR0081
G011022235	4149354	Magnetospirillum aberrantis
G011040435	5313922	Pseudomonas psychrophila
G011040475	3893794	Fluviibacterium aquatile
G011040495	4557902	Pseudohalocynthiibacter aestuariivivens
G011044155	4373045	Halovulum dunhuangense
G011044175	3388965	Flavobacteriaceae bacterium RR4-40
G011044775	3910648	Limisphaera ngatamarikiensis
G011045115	6358580	Mesorhizobium zhangyense
G011045125	7305347	Mesorhizobium camelthorni
G011045165	4289270	Arthrobacter silviterrae
G011046245	5375630	Rhizobium pseudoryzae
