#genome	domain	phylum	class	order	family	genus	species	total_length	unique_name
G000005825	Bacteria	 Firmicutes	 Bacilli	 Bacillales_H	 Bacillaceae_D	 Bacillus_S	 Bacillus_S pseudofirmus	4249288	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Bacillaceae_D; g__Bacillus_S; s__Bacillus_S pseudofirmus
G007483665	Bacteria	 Actinobacteriota	 Actinomycetia	 Mycobacteriales	 Micromonosporaceae	 Catellatospora	 Catellatospora sichuanensis	9455853	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Micromonosporaceae; g__Catellatospora; s__Catellatospora sichuanensis
G007556525	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 CU05-9	 CU05-9 sp007556525	2347333	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__CU05-9; s__CU05-9 sp007556525
G007556835	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Corticimicrobacter	 Corticimicrobacter populi	3497628	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Corticimicrobacter; s__Corticimicrobacter populi
G007558815	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Verticiella	 Verticiella sediminum	6002889	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Verticiella; s__Verticiella sediminum
G007558865	Bacteria	 Bacteroidota	 Bacteroidia	 Sphingobacteriales	 Sphingobacteriaceae	 Mucilaginibacter	 Mucilaginibacter corticis	5335702	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Mucilaginibacter; s__Mucilaginibacter corticis
G007559335	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Opitutales	 Opitutaceae	 Rariglobus	 Rariglobus hedericola	4147255	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__Opitutaceae; g__Rariglobus; s__Rariglobus hedericola
G007559425	Bacteria	 Firmicutes	 Bacilli	 Bacillales_D	 Alkalibacillaceae	 Allobacillus	 Allobacillus sp007559425	2597266	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_D; f__Alkalibacillaceae; g__Allobacillus; s__Allobacillus sp007559425
G007570825	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Kangiellaceae	 Pleionea	 Pleionea sediminis	5195283	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Kangiellaceae; g__Pleionea; s__Pleionea sediminis
G007571005	Archaea	 Thermoproteota	 Nitrososphaeria	 Nitrososphaerales	 Nitrosopumilaceae	 Nitrosopumilus	 Nitrosopumilus sp007571135	1098321	d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus sp007571135
G007571095	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 HTCC2089	 RKSB01	 RKSB01 sp007571095	1688454	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__HTCC2089; g__RKSB01; s__RKSB01 sp007571095
G007571195	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Rhodobacter_B	 	2814802	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rhodobacter_B; s__
G007581405	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Salmonella	 Salmonella enterica	4808080	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Salmonella; s__Salmonella enterica
G007625085	Bacteria	 Desulfobacterota_I	 Desulfovibrionia	 Desulfovibrionales	 Desulfovibrionaceae	 Desulfovibrio_R	 Desulfovibrio_R marinus	5140076	d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio_R; s__Desulfovibrio_R marinus
G007625155	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Rhodocyclaceae	 Denitromonas	 Denitromonas halophilus_A	4394127	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Denitromonas; s__Denitromonas halophilus_A
G007655255	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Extensimonas	 Extensimonas perlucida	3578181	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Extensimonas; s__Extensimonas perlucida
G007671835	Bacteria	 Firmicutes	 Bacilli	 Bacillales_B	 Bacillaceae_C	 Siminovitchia	 Siminovitchia fortis	3941017	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_B; f__Bacillaceae_C; g__Siminovitchia; s__Siminovitchia fortis
G007679495	Bacteria	 Firmicutes	 Bacilli	 Paenibacillales	 NBRC-103111	 Paenibacillus_L	 Paenibacillus_L sp007679495	5770675	d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__NBRC-103111; g__Paenibacillus_L; s__Paenibacillus_L sp007679495
G007693555	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 UBA7960	 SKVR01	 SKVR01 sp007693555	4238719	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__UBA7960; g__SKVR01; s__SKVR01 sp007693555
G007693585	Bacteria	 Myxococcota	 Bradymonadia	 REDH01	 REDH01	 REDH01	 REDH01 sp007693585	4976272	d__Bacteria; p__Myxococcota; c__Bradymonadia; o__REDH01; f__REDH01; g__REDH01; s__REDH01 sp007693585
G007693595	Bacteria	 Myxococcota_A	 UBA796	 UBA796	 GCA-2862545	 REDI01	 REDI01 sp007693595	4921314	d__Bacteria; p__Myxococcota_A; c__UBA796; o__UBA796; f__GCA-2862545; g__REDI01; s__REDI01 sp007693595
G007693605	Bacteria	 Bdellovibrionota	 UBA2394	 UBA2394	 UBA2394	 REDG01	 REDG01 sp007693605	2186873	d__Bacteria; p__Bdellovibrionota; c__UBA2394; o__UBA2394; f__UBA2394; g__REDG01; s__REDG01 sp007693605
G007693825	Bacteria	 Bacteroidota	 Rhodothermia	 Balneolales	 Natronogracilivirgulaceae	 SKNL01	 SKNL01 sp007693825	3219063	d__Bacteria; p__Bacteroidota; c__Rhodothermia; o__Balneolales; f__Natronogracilivirgulaceae; g__SKNL01; s__SKNL01 sp007693825
G007694005	Bacteria	 Spirochaetota	 Spirochaetia	 DSM-27196	 SKKC01	 SKKC01	 SKKC01 sp007694005	3906675	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__DSM-27196; f__SKKC01; g__SKKC01; s__SKKC01 sp007694005
G007694185	Bacteria	 Planctomycetota	 Planctomycetia	 Pirellulales	 Pirellulaceae	 UBA6163	 UBA6163 sp007694185	5782386	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__UBA6163; s__UBA6163 sp007694185
G007694925	Bacteria	 Planctomycetota	 Phycisphaerae	 Phycisphaerales	 UBA1924	 SLFH01	 SLFH01 sp007694925	2993486	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__UBA1924; g__SLFH01; s__SLFH01 sp007694925
G007695045	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 UXAT02	 REEP01	 REEP01 sp007695045	3353495	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__UXAT02; g__REEP01; s__REEP01 sp007695045
G007695125	Bacteria	 Deinococcota	 Deinococci	 Deinococcales	 Trueperaceae	 CSSed10-48	 CSSed10-48 sp007695125	3691134	d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales; f__Trueperaceae; g__CSSed10-48; s__CSSed10-48 sp007695125
G007713685	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Hymenobacteraceae	 Hymenobacter	 Hymenobacter sp007713685	6098015	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Hymenobacteraceae; g__Hymenobacter; s__Hymenobacter sp007713685
G007741515	Bacteria	 Planctomycetota	 Planctomycetia	 Pirellulales	 Lacipirellulaceae	 HG15A2	 HG15A2 sp007741515	5996859	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Lacipirellulaceae; g__HG15A2; s__HG15A2 sp007741515
G007741535	Bacteria	 Planctomycetota	 Planctomycetia	 Pirellulales	 Pirellulaceae	 Rubripirellula	 Rubripirellula sp007741535	8542491	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__Rubripirellula; s__Rubripirellula sp007741535
G007741555	Bacteria	 Planctomycetota	 Planctomycetia	 Pirellulales	 Pirellulaceae	 K23-9	 K23-9 sp007741555	7948699	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__K23-9; s__K23-9 sp007741555
G007745175	Bacteria	 Planctomycetota	 Planctomycetia	 Planctomycetales	 Planctomycetaceae	 Caulifigura	 Caulifigura coniformis	6761146	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Caulifigura; s__Caulifigura coniformis
G007745435	Bacteria	 Planctomycetota	 Planctomycetia	 Planctomycetales	 Planctomycetaceae	 Calycomorphotria	 Calycomorphotria hydatis	5163473	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Calycomorphotria; s__Calycomorphotria hydatis
G007745635	Bacteria	 Planctomycetota	 Planctomycetia	 Pirellulales	 Pirellulaceae	 Stieleria	 Stieleria sp002167455	7107266	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__Stieleria; s__Stieleria sp002167455
G007747445	Bacteria	 Planctomycetota	 Phycisphaerae	 Phycisphaerales	 Phycisphaeraceae	 Poriferisphaera	 Poriferisphaera corsica	4291168	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__Poriferisphaera; s__Poriferisphaera corsica
G007747655	Bacteria	 Planctomycetota	 Planctomycetia	 Pirellulales	 Pirellulaceae	 Anatilimnocola	 Anatilimnocola aggregata	9007740	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__Anatilimnocola; s__Anatilimnocola aggregata
G007747795	Bacteria	 Planctomycetota	 Planctomycetia	 Planctomycetales	 Planctomycetaceae	 Maioricimonas	 Maioricimonas rarisocia	7744989	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Maioricimonas; s__Maioricimonas rarisocia
G007747995	Bacteria	 Planctomycetota	 Planctomycetia	 Planctomycetales	 Mal52	 Symmachiella	 Symmachiella dynata	7767809	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Planctomycetales; f__Mal52; g__Symmachiella; s__Symmachiella dynata
G007748035	Bacteria	 Planctomycetota	 Planctomycetia	 Pirellulales	 Lacipirellulaceae	 Aeoliella	 Aeoliella mucimassa	6608792	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Lacipirellulaceae; g__Aeoliella; s__Aeoliella mucimassa
G007748055	Bacteria	 Planctomycetota	 Planctomycetia	 Pan216	 Pan216	 Pan216	 Pan216 sp007748055	7613473	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pan216; f__Pan216; g__Pan216; s__Pan216 sp007748055
G007748075	Bacteria	 Planctomycetota	 Phycisphaerae	 Phycisphaerales	 Phycisphaeraceae	 Pan265	 Pan265 sp007748075	3486541	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__Pan265; s__Pan265 sp007748075
G007748095	Bacteria	 Planctomycetota	 UBA1135	 UBA1135	 GCA-002686595	 Pla86	 Pla86 sp007751255	6945040	d__Bacteria; p__Planctomycetota; c__UBA1135; o__UBA1135; f__GCA-002686595; g__Pla86; s__Pla86 sp007751255
G007748115	Bacteria	 Planctomycetota	 Planctomycetia	 Pirellulales	 Pirellulaceae	 Bremerella	 Bremerella volcania	6496182	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__Bremerella; s__Bremerella volcania
G007750395	Bacteria	 Planctomycetota	 Planctomycetia	 Planctomycetales	 Planctomycetaceae	 Polystyrenella	 Polystyrenella longa	6125480	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Polystyrenella; s__Polystyrenella longa
G007750655	Bacteria	 Planctomycetota	 UBA1135	 UBA1135	 GCA-002686595	 Pla163	 Pla163 sp007750655	4954743	d__Bacteria; p__Planctomycetota; c__UBA1135; o__UBA1135; f__GCA-002686595; g__Pla163; s__Pla163 sp007750655
G007750855	Bacteria	 Planctomycetota	 Planctomycetia	 Pirellulales	 Lacipirellulaceae	 Pirellulimonas	 Pirellulimonas nuda	6618662	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Lacipirellulaceae; g__Pirellulimonas; s__Pirellulimonas nuda
G007751035	Bacteria	 Planctomycetota	 Planctomycetia	 Pirellulales	 Pirellulaceae	 Lignipirellula	 Lignipirellula cremea	9565229	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__Lignipirellula; s__Lignipirellula cremea
G007751475	Bacteria	 Planctomycetota	 UBA1135	 UBA1135	 GCA-002686595	 GCA-2862085	 GCA-2862085 sp007751475	7718526	d__Bacteria; p__Planctomycetota; c__UBA1135; o__UBA1135; f__GCA-002686595; g__GCA-2862085; s__GCA-2862085 sp007751475
G007752135	Bacteria	 Planctomycetota	 Planctomycetia	 Pirellulales	 Pirellulaceae	 Aureliella	 Aureliella helgolandensis	8439957	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__Aureliella; s__Aureliella helgolandensis
G007752535	Bacteria	 Planctomycetota	 Planctomycetia	 Isosphaerales	 Isosphaeraceae	 Tautonia	 Tautonia plasticadhaerens	9395324	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__Tautonia; s__Tautonia plasticadhaerens
G007753095	Bacteria	 Planctomycetota	 Planctomycetia	 Pirellulales	 Pirellulaceae	 Rosistilla	 Rosistilla carotiformis	7437004	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__Rosistilla; s__Rosistilla carotiformis
G007753455	Bacteria	 Planctomycetota	 Planctomycetia	 Pirellulales	 Lacipirellulaceae	 Botrimarina	 Botrimarina mediterranea	5839046	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Lacipirellulaceae; g__Botrimarina; s__Botrimarina mediterranea
G007753915	Bacteria	 Planctomycetota	 Phycisphaerae	 UBA1845	 UTPLA1	 PLA3	 PLA3 sp007753915	4324589	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__UBA1845; f__UTPLA1; g__PLA3; s__PLA3 sp007753915
G007785795	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 DSM-6294	 UBA2009	 UBA2009 sp002335285	4364153	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__DSM-6294; g__UBA2009; s__UBA2009 sp002335285
G007821455	Bacteria	 Firmicutes	 Bacilli	 Acholeplasmatales	 Acholeplasmataceae	 Phytoplasma	 Phytoplasma pini	474436	d__Bacteria; p__Firmicutes; c__Bacilli; o__Acholeplasmatales; f__Acholeplasmataceae; g__Phytoplasma; s__Phytoplasma pini
G007827045	Bacteria	 Actinobacteriota	 Actinomycetia	 Streptosporangiales	 Streptosporangiaceae	 Trebonia	 Trebonia kvetii	9256486	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Streptosporangiales; f__Streptosporangiaceae; g__Trebonia; s__Trebonia kvetii
G007827395	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Rhodophyticola	 Rhodophyticola sp007827395	3630304	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rhodophyticola; s__Rhodophyticola sp007827395
G007827445	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 QXCW01	 QXCW01 sp003550275	3306947	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__QXCW01; s__QXCW01 sp003550275
G007829525	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 VLJP01	 VLJP01 sp007829525	4261156	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__VLJP01; s__VLJP01 sp007829525
G007830055	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Lacibacter	 Lacibacter cauensis	4946816	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Lacibacter; s__Lacibacter cauensis
G007830255	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Azomonas	 Azomonas agilis	3277243	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Azomonas; s__Azomonas agilis
G007830735	Bacteria	 Desulfobacterota	 Desulfuromonadia	 Geobacterales	 Geobacteraceae	 Geomobilibacter	 Geomobilibacter argillaceus	4386710	d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__Geobacterales; f__Geobacteraceae; g__Geomobilibacter; s__Geomobilibacter argillaceus
G007833275	Archaea	 Halobacteriota	 Halobacteria	 Halobacteriales	 Halobacteriaceae	 Salarchaeum	 Salarchaeum sp007833275	2523391	d__Archaea; p__Halobacteriota; c__Halobacteria; o__Halobacteriales; f__Halobacteriaceae; g__Salarchaeum; s__Salarchaeum sp007833275
G007844305	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Rhodocyclaceae	 Denitratisoma	 Denitratisoma oestradiolicum	4145985	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Denitratisoma; s__Denitratisoma oestradiolicum
G007845135	Bacteria	 Patescibacteria	 Saccharimonadia	 Saccharimonadales	 Nanosyncoccaceae	 Nanosyncoccus	 	623250	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Nanosyncoccaceae; g__Nanosyncoccus; s__
G007845165	Bacteria	 Patescibacteria	 Saccharimonadia	 Saccharimonadales	 Nanosyncoccaceae	 Nanosyncoccus	 Nanosyncoccus sp007845165	621167	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Nanosyncoccaceae; g__Nanosyncoccus; s__Nanosyncoccus sp007845165
G007845195	Bacteria	 Patescibacteria	 Saccharimonadia	 Saccharimonadales	 Nanosyncoccaceae	 Nanosyncoccus	 	808801	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Nanosyncoccaceae; g__Nanosyncoccus; s__
G007845205	Bacteria	 Patescibacteria	 Saccharimonadia	 Saccharimonadales	 SDRK01	 SDRK01	 SDRK01 sp007845205	524372	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__SDRK01; g__SDRK01; s__SDRK01 sp007845205
G007845485	Bacteria	 Patescibacteria	 Saccharimonadia	 Saccharimonadales	 UBA10027	 SDRW01	 SDRW01 sp007845485	890661	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__UBA10027; g__SDRW01; s__SDRW01 sp007845485
G007845545	Bacteria	 Patescibacteria	 Saccharimonadia	 Saccharimonadales	 Saccharimonadaceae	 Saccharimonas	 	978471	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Saccharimonadaceae; g__Saccharimonas; s__
G007845645	Bacteria	 Actinobacteriota	 Actinomycetia	 Actinomycetales	 Dermatophilaceae	 Leekyejoonella	 Leekyejoonella antrihumi	5319246	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Dermatophilaceae; g__Leekyejoonella; s__Leekyejoonella antrihumi
G007855645	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Qingshengfaniella	 Qingshengfaniella alkalisoli	3928595	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Qingshengfaniella; s__Qingshengfaniella alkalisoli
G007858515	Bacteria	 Firmicutes	 Bacilli	 Mycoplasmatales	 Metamycoplasmataceae	 Mycoplasmopsis_A	 Mycoplasmopsis_A anserisalpingitidis	908787	d__Bacteria; p__Firmicutes; c__Bacilli; o__Mycoplasmatales; f__Metamycoplasmataceae; g__Mycoplasmopsis_A; s__Mycoplasmopsis_A anserisalpingitidis
G007859195	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	 Streptococcus pharyngis	1511683	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus pharyngis
G007859215	Bacteria	 Actinobacteriota	 Actinomycetia	 Mycobacteriales	 Mycobacteriaceae	 Corynebacterium	 Corynebacterium canis	2968262	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Mycobacteriaceae; g__Corynebacterium; s__Corynebacterium canis
G007859715	Bacteria	 Planctomycetota	 Planctomycetia	 Planctomycetales	 Planctomycetaceae	 Rubinisphaera	 Rubinisphaera italica	6704499	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Rubinisphaera; s__Rubinisphaera italica
G007859735	Bacteria	 Planctomycetota	 Planctomycetia	 Planctomycetales	 Planctomycetaceae	 Thalassoglobus	 Thalassoglobus neptunius	6737432	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Thalassoglobus; s__Thalassoglobus neptunius
G007859745	Bacteria	 Planctomycetota	 Phycisphaerae	 UBA1845	 Fen-1342	 RAS1	 RAS1 sp007859745	5498104	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__UBA1845; f__Fen-1342; g__RAS1; s__RAS1 sp007859745
G007859875	Bacteria	 Planctomycetota	 Planctomycetia	 Pirellulales	 Pirellulaceae	 Crateriforma	 Crateriforma conspicua	7138049	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__Crateriforma; s__Crateriforma conspicua
G007859935	Bacteria	 Planctomycetota	 Planctomycetia	 Pirellulales	 Lacipirellulaceae	 Posidoniimonas	 Posidoniimonas polymericola	6263221	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Lacipirellulaceae; g__Posidoniimonas; s__Posidoniimonas polymericola
G007859945	Bacteria	 Planctomycetota	 Planctomycetia	 Pirellulales	 Lacipirellulaceae	 Pseudobythopirellula	 Pseudobythopirellula maris	5067946	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Lacipirellulaceae; g__Pseudobythopirellula; s__Pseudobythopirellula maris
G007860015	Bacteria	 Planctomycetota	 Planctomycetia	 Pirellulales	 Lacipirellulaceae	 Bythopirellula	 Bythopirellula polymerisocia	6144300	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Lacipirellulaceae; g__Bythopirellula; s__Bythopirellula polymerisocia
G007860045	Bacteria	 Planctomycetota	 Planctomycetia	 Pirellulales	 Pirellulaceae	 Stieleria	 Stieleria varia	9587776	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__Stieleria; s__Stieleria varia
G007896885	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides sp007896885	3835525	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides sp007896885
G007904085	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Cyanobacteriales	 Rubidibacteraceae	 Halothece	 Halothece natronophila	3524388	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Rubidibacteraceae; g__Halothece; s__Halothece natronophila
G007904105	Bacteria	 Actinobacteriota	 Actinomycetia	 Mycobacteriales	 Mycobacteriaceae	 Corynebacterium	 Corynebacterium sp007904105	2236339	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Mycobacteriaceae; g__Corynebacterium; s__Corynebacterium sp007904105
G007954265	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Alteromonadaceae	 Cognaticolwellia	 Cognaticolwellia sp007954265	4246488	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Alteromonadaceae; g__Cognaticolwellia; s__Cognaticolwellia sp007954265
G007954425	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Novosphingobium	 Novosphingobium ginsenosidimutans	3118872	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__Novosphingobium ginsenosidimutans
G007954545	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Weissella	 Weissella soli	1731621	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Weissella; s__Weissella soli
G007954585	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Halomonadaceae	 Pistricoccus	 Pistricoccus aurantiacus	3781193	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Halomonadaceae; g__Pistricoccus; s__Pistricoccus aurantiacus
G007970805	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Flavisolibacter	 Flavisolibacter ginsenosidimutans	5079621	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Flavisolibacter; s__Flavisolibacter ginsenosidimutans
G007971025	Bacteria	 Bacteroidota	 Bacteroidia	 Sphingobacteriales	 Sphingobacteriaceae	 Mucilaginibacter	 Mucilaginibacter ginsenosidivorans	5352833	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Mucilaginibacter; s__Mucilaginibacter ginsenosidivorans
G007989385	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Carnobacteriaceae	 Marinilactibacillus	 Marinilactibacillus psychrotolerans	2483558	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Marinilactibacillus; s__Marinilactibacillus psychrotolerans
