taxid	total_length
1618811	1036782
1429438	6000000
1293041	2686643
1618369	585797
747	2271840
1497681	3453086
1801982	1884647
1849365	3188023
1415780	3805681
1811603	1432478
1803815	2091705
1120998	3263520
1261545	2628974
1120960	4303916
1635274	1333167
1094559	2254945
1206781	6000000
1817831	776513
873513	3284105
1802270	979924
1802313	667511
1246475	6000000
1729469	1491132
1212489	3558106
1137799	6000000
1851148	3868357
1805291	4818830
1120988	3804739
1401079	1806210
1203076	2013830
391735	5597943
1619103	921360
1121362	3222008
1801960	2466617
290512	2579695
1935125	1800622
1121034	5455784
1005999	4219992
553239	4492180
1434106	4487566
1797197	2599281
1640536	5978827
1802321	724427
1120920	3615609
1234367	1104552
1125702	2693493
1286631	4592824
551990	3945433
1313265	1315625
1618799	744758
1007122	824595
384765	6000000
1802639	728928
1410634	2731626
46223	3852792
1173025	4681111
1735114	4091572
1802703	713072
1841867	2580742
1700845	3719274
1121411	3782107
37332	6000000
596152	4590519
1479238	2743966
915438	3287991
1460635	3872620
1121106	6000000
533243	3556598
1619123	837228
224325	2178400
1934996	2279225
537973	3025352
1618895	567236
1197717	3585187
1618437	1006764
1841596	2278690
1434123	4563885
572478	2374137
1641401	3074987
419665	1569500
412418	1242163
1263029	1356933
1802355	2054970
1674840	1289873
1045877	3286556
574087	2469596
1797867	1747573
290633	2922384
1007119	1311157
1797982	1588817
1619002	457184
1219360	4905774
1358423	4566318
1049759	4223825
929794	2002317
1150469	3876289
1797227	764372
1802092	839692
360412	4438311
1004	6000000
1798526	819113
1798267	1568935
1797262	952320
556287	6000000
1930000	2079672
1482	3917759
926562	4000057
1160282	4262564
1802634	734832
349161	3608104
1329516	3441572
331678	2736403
933801	2137654
1445514	2212545
1802520	1126128
47917	6000000
1714251	1373103
481448	2287145
1227261	2366015
1659202	808014
1208324	4969388
163908	5886741
641491	3858580
178774	4894118
1349785	3225035
1802589	1559463
1121448	3796022
868129	2521238
1802324	974506
1655554	2086531
1801688	1450656
1679446	1753952
1736354	4368819
1797788	594114
1632859	3746433
1192197	5380816
1122974	2214526
1659195	812017
1122601	4157019
1231063	3692770
1709002	6000000
321967	2924325
521097	2612925
1618669	575392
1802120	647689
1121957	6000000
1696094	2572932
1218081	6000000
233316	4904192
875093	2126865
1123518	2725706
937775	3200946
1249552	3345119
1621989	2540211
1001240	4356826
96561	3944167
1297617	3376475
159450	6000000
1357400	2369528
1802202	743289
1231351	3690031
1619141	848675
411489	2954616
44577	6000000
687412	3818437
310782	6000000
1802456	559527
1131287	990274
321332	3046682
1805289	903907
314265	5482983
1123270	3068208
931276	6000000
1802759	641781
1246445	5312089
1261066	1665594
411469	3290996
1801978	1594210
1122185	3032117
1618908	687679
469381	2576359
484018	4421924
1392490	4106053
1618502	561060
1122923	5714182
1917165	4529917
1798645	549543
679897	1578097
1263011	2118260
1802292	2856481
511680	2496039
1642646	3717632
1618591	822284
1123504	6000000
414684	4355543
981539	2362241
1050222	5812362
471857	4308349
1714253	2084223
688269	2039943
1292020	3927728
1869230	4506626
1618905	689365
156889	4719581
1223526	3293902
1280390	5546433
433924	5546132
88274	6000000
1408422	4024838
1042375	4370691
1801951	1434371
1365188	1042690
1177179	3664876
395963	4418616
208439	6000000
1121940	2876467
1408839	1204557
1618482	1124729
1492281	3085726
1423759	2298009
1051662	5947044
1540221	3169519
942150	2989578
157783	4780403
1802710	767938
1797899	6000000
1798019	4527004
700598	6000000
480418	3215823
932043	1286658
1676158	2196378
434131	879977
1797802	1999042
266117	3225748
1805288	1191412
33033	1627009
1909438	3281043
662477	3923205
1798264	1187666
1522316	6000000
1179155	1112309
1121323	3546077
414750	2453828
111780	5544990
1798463	773242
1657	6000000
1817754	1089175
1797324	3646860
458	3129674
742737	5697783
1423807	2651315
1423753	2815465
1798298	2440289
1353941	2899785
29466	2050442
537011	3512473
1122184	3583033
939390	621089
263	6000000
1802650	892209
1795871	3130987
1514105	2511486
1112255	1180598
1805270	837508
249581	6000000
1121022	4987073
1457250	3451492
1123493	3823881
224999	2427900
1698524	4293006
1263046	4457568
1254334	2988999
406327	1720048
1072467	638184
1797608	1575869
1306953	3094736
593750	2820858
1797772	635368
933262	3600571
212767	6000000
251221	4659019
1618490	799050
1283279	3977051
1794907	1952418
1262862	2836067
1802766	464326
1305855	4004833
870187	4691711
701521	1978793
1798456	918784
1608473	3048277
1262830	2462470
1256197	2954364
697581	1754190
1293906	1439147
254757	5308781
1249481	3257466
1458426	2623236
637971	3006812
439375	5205777
1797371	2219791
1263030	1776436
1797735	943957
1802445	648542
882084	4669397
472759	4145260
1802540	678478
1802388	962199
756883	3643158
1802617	641607
1122980	3128717
634498	2937203
1801939	1561261
412422	1887952
1540257	4266201
1549811	4028151
1727653	1443158
160660	3359675
888832	3274581
556262	3861289
1798646	558618
1262990	1208442
1618547	1038907
1805396	1171444
93220	5389285
69370	4524280
1645914	4149242
1676153	1475242
1736394	3605744
360105	1971270
104336	3558318
917	6000000
1802409	967388
1802548	774464
1561004	2603008
1897000	1756821
246195	1389350
121821	3504907
1500280	3604039
939301	1742668
392917	4033192
1263100	1900981
1408160	2187612
1111733	6000000
1204725	2684267
1354267	3303166
1339287	5430750
1434099	4553495
526224	3241804
391937	4466205
1797645	1624459
1231392	2897133
1802607	602600
1395571	5454863
658187	4152613
877411	3561124
212717	2873333
1150674	1307099
1123008	4776693
1655597	2763624
1298857	6000000
984894	1176836
1797816	1751043
1287475	3042317
1689303	1832315
1637975	5315603
1812911	4871497
1802624	801306
1380430	2955001
28173	6000000
1805013	1500861
911238	2587121
1122216	2157372
1122916	5027965
1618882	673821
1432060	1382308
1548018	2922612
1797179	1884364
1265503	5484375
1121028	5087183
1220594	3798752
1618334	723914
233100	1990961
871963	3624449
740709	2899282
1583	4399940
1850361	5551896
1379281	1895942
103733	6000000
1262919	3095055
1619232	6000000
1293576	1394607
993517	6000000
1814128	2182100
1798631	743474
648996	1759526
1618571	903868
224324	1590791
86105	2370652
1231341	2910689
1797382	1523517
1305841	3631350
643562	3629109
865938	2272954
1219019	5673710
1895743	2834110
1579979	3675202
680026	5523519
35703	5083867
1817863	5236627
1121089	5118421
638303	1500577
1704280	3233804
211586	5131424
764544	2541845
90814	2655367
1085028	2982938
76832	6000000
1307839	4812386
1064537	3784483
86668	6000000
795955	2812133
1123347	4124462
267747	2560265
1655571	1450272
1325933	3560738
395961	5786110
396014	4188165
167553	1751015
1684141	4771590
1122179	6000000
1131284	2446432
1723759	4715813
167546	1641879
555970	1938483
983917	5043253
684065	3265911
1458307	6000000
1295371	2249042
1797469	676094
1052813	1013888
195	5470578
136857	2721226
1142394	3884382
1802145	687546
1618509	846109
1655622	1495089
877406	2958954
580332	3003656
1378069	3019931
1026882	3261960
1393	6000000
1380600	3953230
1802081	1216931
272563	4298133
1797517	820764
1123282	4198214
1801991	673036
742817	3773011
637905	4962103
1798677	680532
637390	3019868
1655565	1543409
449673	4009829
930806	5003575
1123312	2358538
322095	2355383
1802776	610899
1241306	3151479
1382357	3746741
1131336	3108219
1641390	708389
1802051	866826
1123399	3923954
1504317	1083651
1805375	825475
1618535	700617
1280670	4316529
218936	3987694
1263051	2534735
1115512	4495280
1387353	6000000
1805017	1608276
545695	3855671
1802741	463895
555088	3116746
1130345	1109160
203122	5057531
622312	4048462
1121020	2925008
393011	3791454
1802697	977733
1354252	5087094
1262877	1602574
525325	1867005
204669	5650368
1643450	4594249
751586	3369316
1798626	680392
1163385	566694
1752196	2897266
570277	5430256
1802069	467269
590168	1809823
997350	2237864
1430331	3457810
661478	5231762
1802773	482730
1803514	1660967
1920490	5684389
337097	2224341
1007676	2590556
743721	3419049
82983	5011796
1592317	3000979
755899	4366616
1122230	1706782
45068	2401343
1797333	2516444
1913460	1228110
1122917	6000000
1802082	920933
1735688	4428049
385682	3863529
210994	5639496
1122194	4502291
1618777	576032
1250004	3842990
1678637	6000000
1798519	954102
1263099	2501735
649831	6000000
1802299	743936
1262792	2725104
867	2815061
487909	4561137
349521	6000000
1811628	1726387
1797641	3981635
522306	5306133
1618782	830276
338969	4969784
930171	4535320
407035	2778379
1579370	1241428
58123	6000000
1618999	676991
1811615	1881708
1122928	4332940
1817876	2110701
1803443	1955410
1855384	5092396
1798697	961551
314345	2992730
1619009	972143
1285583	3132213
537972	1951667
1157637	6000000
698738	4406383
1304880	2725044
198804	641454
306281	6000000
728	2410835
1798616	966394
1676163	2196654
1134510	1747106
1703414	2020164
1121456	3701832
1156417	2423898
90732	4871344
1736436	4798932
1291742	2400586
1926277	4347501
1802660	704475
1798388	1270953
1121380	4031778
1423752	1834154
694055	3389443
1321818	3327711
1674853	1558345
1121370	2300451
1423725	2407726
714067	3532052
1295373	1747526
1802389	927625
162160	4406320
748449	2649255
977880	6000000
655438	2383924
553175	2064508
574376	4643113
1802603	613186
1860084	1705329
1797338	6000000
1802425	764778
1151117	1764559
1798506	962770
431947	2354886
1618654	699982
1934994	1972400
1279016	5277109
1123255	3600773
1295642	3622385
1224318	5361575
1121035	4025691
1240678	6000000
273075	1564906
1712031	4472617
59374	6000000
1088869	2887061
1235441	6000000
1121479	4728486
926569	3532378
1123349	2639825
1123227	2384067
104663	6000000
1211814	4588940
1078091	2792342
1706435	1482298
411903	2439869
1618993	1024038
1408437	2646896
2209	6000000
161896	2451810
67352	6000000
1803435	1994477
229920	6000000
1029756	3653837
1619113	879042
1262890	1900418
1434325	5313422
1254439	2291643
1676154	1512138
935837	5335054
1234664	3826547
616990	2362603
1895707	1559746
1618349	754300
1918948	3563444
351607	2443540
396588	3464554
1498499	3070855
1797573	1830811
1802206	687622
267850	3412133
129961	5050153
1123317	2138493
1446473	4428895
398578	6000000
1156986	1727973
1532558	6000000
89093	1958489
1797967	2198698
1051661	2628832
1261621	5925983
662479	3368982
1337936	6000000
59919	1657990
1216979	1946900
1329250	2129476
706570	3748402
1040963	1171301
1451353	1658709
1423722	1548566
161355	6000000
1884382	6000000
37659	3060291
671065	2817452
233413	4345492
1121315	4020458
1336245	2726123
1410631	2688503
518635	2021974
887700	3553185
1121334	3174421
1895841	6000000
1838286	4199284
243232	1739927
1150621	3175729
1262470	4965474
1144548	6000000
38313	5005849
1618570	1296192
1035196	2106935
1280950	3618770
63737	6000000
1311574	1097013
1206730	6000000
1286632	3787699
1193181	3174691
441209	3893644
157733	4256776
1121006	6000000
85991	4429341
1736307	4533613
1618985	1066372
555079	2280035
339860	1767403
1032480	5683123
1132503	2664783
1070977	5268281
29546	1692973
411462	2915433
1703770	2323720
267869	4983728
1666911	5928357
1329796	3421198
589554	4440236
235279	1799146
929505	2407379
241244	3420739
1407650	3180043
1261069	1572875
45073	3546255
1550566	2489717
1618773	651317
98228	3594618
1618526	913836
1123012	3420924
1802086	831500
498367	5884160
1797943	2229389
1798002	1088258
747377	3988828
1797824	2441904
1318743	1467695
1231057	3825949
227882	6000000
452662	4424862
1027374	1650825
1123298	2122044
403833	2169548
1203554	2988328
626369	1743361
743525	2355186
1122221	3034817
1353528	3822068
1618804	661360
1427332	1406538
172043	3407832
1943582	1500513
460265	6000000
1239934	905471
1817856	3722320
521719	3022325
1855396	4929248
1618503	718397
1214242	6000000
1123497	4463095
1618538	677888
1798615	636653
1564138	2496885
955	975127
1547516	3945173
1120954	2990149
1797857	2043746
575593	3288100
216778	4648976
1797512	956702
1619059	1056486
1802628	532308
1797878	2229744
1121903	4254862
676599	3923155
1781244	1299987
158500	6000000
48665	6000000
1869306	2949801
435837	2268397
1499967	6000000
1054213	5190553
1798398	1294862
338188	2992278
1167628	3371034
1736225	5115519
1448860	3852219
1406	5150736
1802125	549089
1736511	6000000
1400053	2657245
89524	4864068
365046	4070193
1855370	1589448
1817823	555565
1590651	6000000
1805300	976464
1618869	586140
1797644	2262251
1802770	611437
1033802	3760335
1132502	2608312
1105367	3439591
1802777	628166
1802319	923489
279238	4233314
1123499	2581302
1736416	4407722
1802383	1007796
1042417	2555556
1449340	2518244
1121379	4144558
1041930	2378438
75906	1521037
1703765	584570
1817825	847051
1842535	4403499
1895771	3272986
518634	2269415
1797807	1374535
1123382	2169229
374981	3345085
1391653	4350553
1298863	4829548
696762	4106736
1618846	939924
1801769	557218
1797326	4476769
1265846	3216749
1801724	808436
1732021	2368236
572544	3132314
1134474	4850682
528191	6000000
1167637	2981404
1618468	654024
334735	2912426
1798668	1366402
1314	1443667
1123372	1729593
1441095	4597707
1121088	6000000
1802700	613638
1394635	5172050
1802265	570380
35620	6000000
314260	2902643
1410608	3850389
394104	3203254
69960	4211331
992062	1637692
35760	2096123
376733	4012851
1563681	4452385
1120926	4595172
1619001	1061317
1797265	992167
446	6000000
1005058	2694139
634502	6000000
964	5509723
343013	4190928
1262893	2673786
926560	4688964
1522317	2934258
1421	4603851
1797706	774196
665571	2472645
1089547	6000000
984262	4400185
1802601	816703
322505	6000000
1520808	4194792
1802267	692645
1801959	2621454
851	2143397
1618730	684009
1797653	1762356
323850	4602594
1522315	3755739
1817737	575582
52441	3994034
589924	2196266
1798590	982227
1255043	4002350
1392508	1447016
1224162	2729219
1674900	3234207
1622072	3987368
1855302	3061734
1423783	6000000
1118153	3613819
1199154	2864292
1797379	2081685
1891969	3220005
573063	1328194
261164	3349444
1245923	6000000
1359186	1478442
1341692	4352205
43064	3197326
227084	3821926
1604020	2129964
1817741	1300062
224013	6000000
988801	3294717
1659201	702407
1262884	1974118
1807746	2392164
1655624	1997685
318161	4545906
1131551	2747525
449441	5263219
1797671	4012724
1906137	1818269
209880	1700551
1263050	5342916
1453429	1443806
1618646	749863
1124983	6000000
2200	2223235
411486	3842594
754409	3811479
1802588	1308354
1618912	830483
1423733	3562239
1797313	4123946
1844760	3599540
573413	4653970
1202724	6000000
1896215	3687051
282197	3660824
1440774	6000000
234267	6000000
182217	1960111
1232683	4552885
1304902	4921245
459347	4782966
1121918	4241730
1797881	1734556
1291050	4469680
1131812	3790620
1054942	1270266
1423790	3773508
1802056	1343624
1056511	5536962
1802419	769820
1263044	4768711
555881	4549724
1121859	5442202
1052805	940474
1121363	2944170
553184	1626291
999547	4642596
1282362	4700027
1121943	4533090
1382345	6000000
445972	3719688
1412871	2890468
1123308	2357340
1423763	2078190
743720	4920769
1817840	851614
1797999	1670295
1798359	758746
1400861	4611646
497965	6000000
661087	2163862
1764960	1878038
1077947	3881015
690417	3358707
1480694	3532909
755922	4571405
1691979	6000000
565655	3427276
1005057	627953
1494590	5482214
1127134	6000000
1198449	3187043
932038	695943
1453498	3490856
1690037	5387613
1120933	1920341
1801893	1650543
1232219	3476728
1671651	1407351
1798360	886299
1618362	933366
938631	792980
1121860	6000000
1206458	5361448
937777	4513714
1550241	1611988
1798380	942875
1803472	1405881
33987	2880538
1734400	3487867
1046983	1200286
1286106	2637625
549003	3302411
752179	1469252
1245935	6000000
1410668	3118301
83560	5402234
1618955	632841
1798367	591864
1284775	2838933
35762	6000000
1391627	6000000
1445510	6000000
367336	2296803
1123226	4699563
1834207	4468295
1489064	4475311
1120658	6000000
1659198	778726
1817828	880494
1732214	2936005
1817867	4170026
110505	4705751
257708	5412463
694430	4314118
1836462	2367232
1423746	1733578
937773	2617381
314256	4053139
1801897	863781
37916	6000000
943347	1725728
384676	5888780
1267423	4660771
1412840	1198622
858619	3433007
754502	6000000
1196324	3736359
867902	2399175
39774	4526071
1617412	3266728
218140	2615078
1483599	4074625
330084	6000000
1802257	1465159
1229758	1773468
1002367	3097322
1397694	3037601
1735693	4822147
1245469	6000000
1801780	669556
1304284	2788198
1678131	5079079
224915	618379
1618863	443034
1003181	4830949
1736336	4415253
983594	6000000
1415557	6000000
1094551	1673902
1618744	548500
312284	2772187
398580	4417868
667138	1687956
1618484	707712
1121462	4705742
269799	4011182
1797380	1215694
1801748	553880
83617	4541729
1798561	717032
1385625	6000000
1895854	6000000
118166	6000000
1619114	744997
1261617	6000000
1802583	1319204
1802537	782127
483547	3717645
749219	1836691
1123036	4745897
1114263	4384919
1499683	4325182
1408	6000000
1618404	754272
1262797	1472989
1055192	5243763
1618830	796520
1333848	5371331
1336235	4976687
1262930	2870611
1618885	701044
1802584	1668697
291331	4941439
1122975	2356678
1817865	2667161
1802774	640077
679926	2843290
1592897	1733840
66429	6000000
1801853	898107
641691	4851997
368602	1232346
1797669	2529843
796606	3425208
368603	6000000
1279019	2765337
1565605	2934611
1121293	4589511
1260365	2904787
1580	2832153
1094558	2260792
273057	2992245
233412	1698955
1423801	2639652
671143	2752854
1294143	5696307
1121269	1619052
1618762	808426
1293439	3859784
1802612	809340
1801986	1545353
1131814	5472264
716541	5598796
1801794	767545
1618429	1031080
935198	3847969
40324	4638575
1121007	4903219
443218	4863490
1655610	1219432
412690	3689726
1674914	1847942
1276257	1075953
608506	2532343
1590	3333921
52773	2049088
1193518	3809986
1674913	2698116
367737	2341251
1123405	3242009
1387555	2488483
59921	1699937
1333863	5971696
226900	5427083
1408853	1127042
1397278	3123278
1221996	3805822
1502095	3103789
1220581	6000000
523843	1990446
1094466	2993089
1768242	5169161
518636	6000000
1262925	2618993
1618376	760225
1484	2592181
326297	4306142
913337	2077614
1262956	2164906
1802557	588889
227941	1181356
1798374	1466945
926570	4214744
558152	4340594
1797400	4272450
1935109	2046026
1650662	5503198
1262921	3149457
1123320	6000000
1359156	1502024
760192	6000000
1000935	1154411
1526735	3540164
886882	6000000
441112	4976641
1802769	484814
1120919	4270516
1262808	2282282
1801870	936235
1805313	1061238
673	3998273
1776392	1534486
1464078	6000000
1339319	5225713
1413211	2963953
28084	3982132
1041809	1586397
1349818	3380881
1123393	3201518
1410383	708439
1500279	3018951
675817	5046328
448	3239140
1423782	2006512
418699	4451751
1930013	2213674
1798364	745416
395965	4305430
883	4040304
1802781	728731
102125	5929641
157076	3174439
1259795	1424377
1895767	3594628
471854	6000000
1805008	1867800
1224947	4209902
1131273	1933947
660470	2975953
410359	2009313
391036	1148904
1138822	2095860
28264	2266283
335541	2936195
1797537	569135
1225476	1493003
1619051	1148067
1935012	1838550
1408103	5182058
1802193	3563195
634436	4910645
1471530	830606
1435039	2960886
1618453	849023
228410	2812094
1227747	4076504
1122998	2938072
1802259	2342198
525246	2702812
1802518	976957
213810	2573208
1619005	1015306
1288	2866963
659	4475676
1350461	2744626
929506	3207592
1045004	1842238
292805	1080084
771875	2166381
1801878	2037360
1049968	4317431
1460636	4170367
1130333	1075924
342610	5187005
354355	6000000
1797600	1387015
904314	2454960
1051652	3011496
1008459	1638559
1735684	5680060
1801943	1381997
626940	2406810
1896214	3242118
114090	2114096
1618424	1035471
880074	3076856
911134	1869210
1204719	2536876
1263066	3943649
1797974	1798920
1798498	867957
525256	2849127
1122979	2391937
1123268	2548011
932041	822296
1262848	2111088
563176	6000000
465515	2501097
1121321	2622699
1123275	3949848
110319	4219246
1379270	4716552
1263870	6000000
565443	4681801
1798268	1479947
1235279	3207463
1123267	2533034
1262839	1264259
1619101	617400
40571	6000000
992057	1647774
1476583	3807137
1802636	953042
762966	2831696
321961	611462
435590	5163189
1227465	3682872
1121092	5052265
1118059	1770670
469599	2546312
556263	1960925
1548207	2356970
1802651	703437
742816	2562512
1797206	1245124
105559	3373286
1499689	3750216
1805035	471552
1227490	3238452
34062	5286381
1798494	741590
1618425	765206
1321371	1402636
891968	2160700
1802232	760098
1896965	1904577
1901	6000000
1123033	3176011
1125779	2722973
1276229	1107344
1736408	3845859
264202	1173791
939909	1231056
1262857	1585498
1262871	1245617
1736413	4386361
1523425	4232088
1306990	6000000
1618387	1090004
935261	4234633
1736365	4585682
1047041	979257
37625	3744894
1165852	3007775
406020	3102228
1094496	1680471
1798545	1074363
1802030	935885
988812	5252390
1817746	721447
1121927	3489460
519452	2574154
1408856	1107439
999630	1936063
546270	1916192
1262735	2907319
84521	1759599
1385510	6000000
420247	1853160
1266923	3074045
525328	1277649
1805102	1227779
1811670	1527642
1619016	738926
1379909	4143738
1122181	3721596
300852	2116056
156994	5034103
1238237	1213046
1122981	2800206
1618840	810933
1262685	1926190
53371	6000000
331104	640935
426355	6000000
959	6000000
1797666	706002
1096930	4857928
1033737	3925888
1618637	1388361
755862	4427639
679192	1419583
1478	5521719
1434113	4166241
1291234	4400994
485916	4545624
272134	6000000
1817752	1731153
1121123	2579573
1918501	2181761
1797829	2536257
309798	1424912
1087453	2337606
1262695	2894688
355249	6000000
1935122	1702015
1280949	3668571
1618204	5563485
1017273	3835730
1408321	2772364
223900	3375071
290398	3696649
1223545	5375815
552811	1686510
1236516	2975513
103690	6000000
765912	4137521
434922	2212937
1283299	5695417
160488	6000000
1295009	1931651
1463920	6000000
1805312	494858
1229203	3000939
1262824	2855675
488124	2713913
929563	4522760
1380372	6000000
1802333	621935
1798652	648384
1881049	6000000
1802254	1723710
1798184	4151587
1801946	2106129
1811634	2789969
1406840	3800758
1888	6000000
1077936	4474059
1807743	4459920
243230	3284156
265729	4072175
1802047	1093306
262768	853092
1661714	661324
146923	6000000
1805145	696515
1122933	2948319
1121280	4151628
1123290	3318653
1671877	2694031
1419482	6000000
1415166	6000000
1797960	2011692
1798578	5678892
1618523	858244
1798691	958676
655815	5128187
225848	6000000
1797876	1864121
1805239	1040600
1144308	6000000
1801929	840026
1802346	2155962
393921	2105287
1047034	964336
713585	3756729
1262842	2832137
545123	6000000
1115835	2604277
1123502	1991020
1622232	2891733
1128912	5055761
1802740	582828
1544416	2413873
1427391	6000000
480284	5002729
1132509	3419074
383631	1304428
1662223	2767360
1434773	1072952
411468	3622605
1797955	2751571
765909	6000000
1935018	1249758
1158294	4299196
292459	3566135
400772	3047473
1797519	958425
1797655	1451382
1797406	3957915
931626	4044777
1802377	665804
591159	6000000
85874	1497637
267608	5810922
1410616	3086437
225849	5396476
1618357	883773
1805283	622542
1619025	930281
1735683	3204003
1761886	2886813
1513270	4057827
1848189	4270424
1229520	2328046
1202534	3983371
997894	6000000
1811653	1103572
1263089	3477683
269484	1315030
1802157	604892
1263062	2090320
1797308	585603
1376	3909289
183	4427752
1629	1537173
1659196	631749
1801907	1499810
373903	2578146
1674801	1927734
1195236	6000000
1294263	3907117
272942	3871920
1122615	4505834
1655602	1139720
1801687	3667056
1238424	3475501
405948	6000000
1231376	2039066
706436	2536778
1802521	1251834
1655592	1915951
1797905	3036381
761193	6000000
1519494	6000000
402881	3914745
1123230	2639352
1618207	3599434
1134508	1940193
61648	6000000
587909	5955155
1895838	5582235
938518	1154578
281309	5314794
1122973	2516477
1231340	3416768
391603	3825707
281456	3178727
1817842	867410
445975	2475429
875328	4643668
767453	2064620
411154	3798465
84531	5765176
1801972	2508143
1230454	3108525
40520	3731704
91360	5008860
1618933	1027221
571166	4948550
1797610	1542182
662367	6000000
1802322	644823
1802519	931661
1408164	2859706
897	4455399
565050	4042929
1121879	4930960
1801865	1251955
43658	5913780
1123368	2958498
1454006	3303986
1550402	2109986
585423	2585813
1444307	5513716
556269	2436766
1703773	2559446
1797614	3406294
391936	4168427
1797328	3674437
1116472	4136943
1802615	862028
1629334	1686852
1175296	2620233
1123070	3013271
1801905	1255228
1798017	4532133
999892	2623290
298655	6000000
903814	4316707
1818881	6000000
1280380	2789000
318167	4845257
1798373	1011601
1121382	5078290
1797634	1126229
211589	5297014
1434117	4096482
186490	1395562
1674861	2319249
1802550	597322
1298866	5377210
1273541	2023836
1212491	4434890
1797298	944023
1121480	6000000
1798301	2345669
857573	1947635
1529005	4344434
1564681	2614401
1797979	1494907
590061	4992811
1618665	675076
979556	6000000
927677	4908825
381306	2869005
1838287	832755
331679	1837953
1122959	4690166
1354314	1012588
1802664	756253
1677920	1905102
1802118	836986
1160284	5051045
1432052	6000000
1761882	6000000
1236959	3248999
1192054	4131609
1121307	2735032
1798597	647239
1383028	2913626
1662188	3645683
1280954	4050957
95617	4234091
1936003	4250973
1224136	4616889
1069534	2066652
44574	6000000
1802473	997932
344882	3553658
1104620	1781666
1604834	1313645
1848903	2543164
1079994	2794220
1235808	4858867
1802494	827260
1349757	4410879
1262742	2702747
240015	4127356
1276227	1123322
1112212	4264936
140	1399024
1235795	4781233
1206734	6000000
824	2281652
1523421	5104122
1884432	3614063
457570	3191453
1817751	740757
143224	5358002
525368	6000000
986075	2895463
1408439	2103008
1797353	3983146
1232410	4402753
1041139	6000000
338963	3665893
1618372	1049888
1797810	2742638
936595	2932121
1896202	3763481
1293573	4390819
69974	6000000
1703394	1759043
1703395	732023
1801604	2086402
935568	3346704
1802461	609760
1423734	3449704
1797593	1211858
1330330	2169170
1312852	2660928
938457	628184
1798404	754398
1618916	560230
1177154	4132804
83986	2551189
1618592	843974
1618945	749988
61635	1877792
1539065	2543982
1798479	618354
981222	3695372
1123077	6000000
1267600	4091152
1805240	3022545
1797257	960932
1862668	2740565
1037409	6000000
490829	3772513
1009858	651316
1160286	5300338
1176587	5627734
1797817	1734663
1325130	2155647
1736407	4548162
1708091	3243052
1262981	4045508
1735678	3765831
1300348	3087076
1168289	4982627
1761887	3567607
1802570	1721975
1594576	6000000
547559	4443643
1451189	2719616
265719	4428167
195248	3304088
1071395	2866283
1132498	2680814
59196	2906854
1798389	1293209
556268	2488386
1150626	3805617
1797368	5036249
1797350	4215217
1293905	1421778
1131269	2543863
1121909	3089149
1802742	672473
255919	1556261
445226	1800530
1802695	866891
592031	1084901
1244086	1803789
1802189	2526093
53345	3071879
1798008	983230
1386089	4636528
1380348	6000000
1884367	6000000
1249627	4766665
1735324	2971898
1802027	1136135
1802721	512820
1505596	749321
1262914	2371281
1797582	782376
1423796	2269330
1797668	2297287
702459	2214656
212042	1471282
1454201	2915920
397288	5083159
1121104	2857749
1443435	5693818
1802407	795264
1223802	3802648
1122940	4238191
1476857	4702581
2309	1621727
1127693	2634285
317018	2925195
1798603	649002
1423829	2881963
1618855	711659
1288494	3107181
555311	5349440
1798579	2056378
79880	4659344
1232681	5392044
45658	4926076
269800	3642249
694429	1843267
1618746	641067
1121298	4262456
1122139	3750691
1895704	1883020
1735162	6000000
374463	686194
214688	6000000
1114972	2862294
914150	2495242
1797259	938849
1619036	864631
1618451	952539
432331	1534471
1805393	1208569
675631	1198142
360313	4971228
1295372	2286599
1736577	5804683
1387557	2834482
1118056	2037171
1783515	6000000
342002	4441410
1120943	3420019
1867258	3065285
184870	2096989
158822	4876443
546414	3855329
205918	6000000
645991	3406739
66969	3650667
1194090	5082244
104623	4944787
1645916	3556543
887899	2098776
1123377	3151451
1619017	922656
929712	5521807
1178825	3384849
1935140	1288683
1539051	2023176
1803819	2246271
408577	3369555
1817837	795324
529884	1430433
663	6000000
1797515	953848
1891280	2688317
1336237	2746431
1457153	1067014
1720313	2806977
585530	2561804
585502	3273670
1206085	4480046
1798473	528733
1643526	5982965
1423815	4771255
714549	6000000
904323	2480412
1802360	2180504
1805400	880072
313589	4235068
1304872	4844648
1333845	5807033
582899	3638969
313367	3833324
653733	2928377
1674865	2722547
1295123	2424311
1803487	1135807
1198114	5503984
99598	6000000
1674851	1677742
932044	1138490
1618701	782621
109790	3348183
1390249	3119699
1550401	1441181
1267003	2631123
767434	3603458
1835254	2026292
1618638	1350364
1797611	1418742
1577474	3760249
42253	4589485
1246	1788069
1073573	4255983
889306	3776953
1703428	3074913
290340	5226648
1811658	1129223
1263103	2448136
1801682	1827444
1223509	3967067
906968	3055580
1702221	4958277
1453500	2617694
56689	6000000
1772278	5203567
1798550	594480
1052810	1914298
1120985	3338457
1089551	5698370
1470434	4204359
1618950	969910
994573	3988233
391589	4527951
1810942	3605836
1236517	3261806
1233231	6000000
446466	4123179
1805399	771475
481446	4049567
292913	4664213
1247	6000000
57911	3858720
391625	6000000
1859457	4856394
449	3570857
420662	4643639
1505	3550411
1803438	3861114
1797765	685375
1802198	3426446
1797393	4370266
1160281	5185041
1123503	3105947
710696	4024382
1339247	1934381
36875	2202536
521011	2922917
1398491	992695
